,Measurement,Year,Country,Proportion,fCountry
27924,Weight,1983,USA,0.177277524,United States of America
27925,Calories,1984,USA,0.226456417,United States of America
27926,Fat,1984,USA,0.657631954,United States of America
27927,Protein,1984,USA,0.501492537,United States of America
27928,Weight,1984,USA,0.169175505,United States of America
27929,Calories,1985,USA,0.228366399,United States of America
27930,Fat,1985,USA,0.658998647,United States of America
27931,Protein,1985,USA,0.494382022,United States of America
27932,Weight,1985,USA,0.168115942,United States of America
27933,Calories,1986,USA,0.230638298,United States of America
27934,Fat,1986,USA,0.666199158,United States of America
27935,Protein,1986,USA,0.507204611,United States of America
27936,Weight,1986,USA,0.16473746,United States of America
27937,Calories,1987,USA,0.229702162,United States of America
27938,Fat,1987,USA,0.639784946,United States of America
27939,Protein,1987,USA,0.495934959,United States of America
27940,Weight,1987,USA,0.161018323,United States of America
27941,Calories,1988,USA,0.229554656,United States of America
27942,Fat,1988,USA,0.650331126,United States of America
27943,Protein,1988,USA,0.49197861,United States of America
27944,Weight,1988,USA,0.16644474,United States of America
27945,Calories,1989,USA,0.227807053,United States of America
27946,Fat,1989,USA,0.622795115,United States of America
27947,Protein,1989,USA,0.478947368,United States of America
27948,Weight,1989,USA,0.158118958,United States of America
27949,Calories,1990,USA,0.233755943,United States of America
27950,Fat,1990,USA,0.64713715,United States of America
27951,Protein,1990,USA,0.493573265,United States of America
27952,Weight,1990,USA,0.157366974,United States of America
27953,Calories,1991,USA,0.231946625,United States of America
27954,Fat,1991,USA,0.636842105,United States of America
27955,Protein,1991,USA,0.48,United States of America
27956,Weight,1991,USA,0.158672799,United States of America
27957,Calories,1992,USA,0.234673955,United States of America
27958,Fat,1992,USA,0.663143989,United States of America
27959,Protein,1992,USA,0.494949495,United States of America
27960,Weight,1992,USA,0.155942219,United States of America
27961,Calories,1993,USA,0.238022231,United States of America
27962,Fat,1993,USA,0.67746114,United States of America
27963,Protein,1993,USA,0.503740648,United States of America
27964,Weight,1993,USA,0.151282051,United States of America
27965,Calories,1994,USA,0.237698713,United States of America
27966,Fat,1994,USA,0.682414698,United States of America
27967,Protein,1994,USA,0.489208633,United States of America
27968,Weight,1994,USA,0.14522886,United States of America
27969,Calories,1995,USA,0.237746044,United States of America
27970,Fat,1995,USA,0.706666667,United States of America
27971,Protein,1995,USA,0.505050505,United States of America
27972,Weight,1995,USA,0.15187875,United States of America
27973,Calories,1996,USA,0.24665392,United States of America
27974,Fat,1996,USA,0.703448276,United States of America
27975,Protein,1996,USA,0.511002445,United States of America
27976,Weight,1996,USA,0.143669986,United States of America
27977,Calories,1997,USA,0.241508025,United States of America
27978,Fat,1997,USA,0.697333333,United States of America
27979,Protein,1997,USA,0.501193317,United States of America
27980,Weight,1997,USA,0.14094169,United States of America
27981,Calories,1998,USA,0.236241108,United States of America
27982,Fat,1998,USA,0.689473684,United States of America
27983,Protein,1998,USA,0.491606715,United States of America
27984,Weight,1998,USA,0.141715002,United States of America
27985,Calories,1999,USA,0.235690236,United States of America
27986,Fat,1999,USA,0.679123711,United States of America
27987,Protein,1999,USA,0.485714286,United States of America
27988,Weight,1999,USA,0.140277129,United States of America
27989,Calories,2000,USA,0.234165762,United States of America
27990,Fat,2000,USA,0.692397661,United States of America
27991,Protein,2000,USA,0.494117647,United States of America
27992,Weight,2000,USA,0.136932589,United States of America
27993,Calories,2001,USA,0.228906823,United States of America
27994,Fat,2001,USA,0.668202765,United States of America
27995,Protein,2001,USA,0.486746988,United States of America
27996,Weight,2001,USA,0.141848423,United States of America
27997,Calories,2002,USA,0.217109993,United States of America
27998,Fat,2002,USA,0.667035398,United States of America
27999,Protein,2002,USA,0.477941176,United States of America
28000,Weight,2002,USA,0.141431467,United States of America
28001,Calories,2003,USA,0.221338156,United States of America
28002,Fat,2003,USA,0.674971687,United States of America
28003,Protein,2003,USA,0.481751825,United States of America
28004,Weight,2003,USA,0.13627878,United States of America
28005,Calories,2004,USA,0.216071429,United States of America
28006,Fat,2004,USA,0.640659341,United States of America
28007,Protein,2004,USA,0.471014493,United States of America
28008,Weight,2004,USA,0.136034509,United States of America
28009,Calories,2005,USA,0.220760234,United States of America
28010,Fat,2005,USA,0.591334895,United States of America
28011,Protein,2005,USA,0.473300971,United States of America
28012,Weight,2005,USA,0.139553429,United States of America
28013,Calories,2006,USA,0.224251278,United States of America
28014,Fat,2006,USA,0.61353211,United States of America
28015,Protein,2006,USA,0.482926829,United States of America
28016,Weight,2006,USA,0.141236619,United States of America
28017,Calories,2007,USA,0.228018971,United States of America
28018,Fat,2007,USA,0.599088838,United States of America
28019,Protein,2007,USA,0.482100239,United States of America
28020,Weight,2007,USA,0.139971369,United States of America
28021,Calories,2008,USA,0.227660363,United States of America
28022,Fat,2008,USA,0.609589041,United States of America
28023,Protein,2008,USA,0.483009709,United States of America
28024,Weight,2008,USA,0.140946166,United States of America
28025,Calories,2009,USA,0.226881318,United States of America
28026,Fat,2009,USA,0.611303345,United States of America
28027,Protein,2009,USA,0.483950617,United States of America
28028,Weight,2009,USA,0.138095238,United States of America
28029,Calories,1961,Uruguay,0.416259169,Uruguay
28030,Fat,1961,Uruguay,0.72,Uruguay
28031,Protein,1961,Uruguay,0.657039711,Uruguay
28032,Weight,1961,Uruguay,0.244903226,Uruguay
28033,Calories,1962,Uruguay,0.423654568,Uruguay
28034,Fat,1962,Uruguay,0.766990291,Uruguay
28035,Protein,1962,Uruguay,0.661764706,Uruguay
28036,Weight,1962,Uruguay,0.267897727,Uruguay
28037,Calories,1963,Uruguay,0.435727218,Uruguay
28038,Fat,1963,Uruguay,0.765853659,Uruguay
28039,Protein,1963,Uruguay,0.676056338,Uruguay
28040,Weight,1963,Uruguay,0.265171504,Uruguay
28041,Calories,1964,Uruguay,0.472614342,Uruguay
28042,Fat,1964,Uruguay,0.74,Uruguay
28043,Protein,1964,Uruguay,0.705696203,Uruguay
28044,Weight,1964,Uruguay,0.305715784,Uruguay
28045,Calories,1965,Uruguay,0.450771056,Uruguay
28046,Fat,1965,Uruguay,0.776041667,Uruguay
28047,Protein,1965,Uruguay,0.702422145,Uruguay
28048,Weight,1965,Uruguay,0.295892707,Uruguay
28049,Calories,1966,Uruguay,0.466398621,Uruguay
28050,Fat,1966,Uruguay,0.734375,Uruguay
28051,Protein,1966,Uruguay,0.7,Uruguay
28052,Weight,1966,Uruguay,0.302754747,Uruguay
28053,Calories,1967,Uruguay,0.46397188,Uruguay
28054,Fat,1967,Uruguay,0.757731959,Uruguay
28055,Protein,1967,Uruguay,0.705685619,Uruguay
28056,Weight,1967,Uruguay,0.302797586,Uruguay
28057,Calories,1968,Uruguay,0.506097561,Uruguay
28058,Fat,1968,Uruguay,0.755319149,Uruguay
28059,Protein,1968,Uruguay,0.759450172,Uruguay
28060,Weight,1968,Uruguay,0.339605998,Uruguay
28061,Calories,1969,Uruguay,0.468483816,Uruguay
28062,Fat,1969,Uruguay,0.741573034,Uruguay
28063,Protein,1969,Uruguay,0.702875399,Uruguay
28064,Weight,1969,Uruguay,0.294494238,Uruguay
28065,Calories,1970,Uruguay,0.463004484,Uruguay
28066,Fat,1970,Uruguay,0.737967914,Uruguay
28067,Protein,1970,Uruguay,0.702875399,Uruguay
28068,Weight,1970,Uruguay,0.288182273,Uruguay
28069,Calories,1971,Uruguay,0.466515323,Uruguay
28070,Fat,1971,Uruguay,0.751351351,Uruguay
28071,Protein,1971,Uruguay,0.693037975,Uruguay
28072,Weight,1971,Uruguay,0.287183346,Uruguay
28073,Calories,1972,Uruguay,0.444080742,Uruguay
28074,Fat,1972,Uruguay,0.430508475,Uruguay
28075,Protein,1972,Uruguay,0.725752508,Uruguay
28076,Weight,1972,Uruguay,0.296858639,Uruguay
28077,Calories,1973,Uruguay,0.454235361,Uruguay
28078,Fat,1973,Uruguay,0.603524229,Uruguay
28079,Protein,1973,Uruguay,0.700657895,Uruguay
28080,Weight,1973,Uruguay,0.291285004,Uruguay
28081,Calories,1974,Uruguay,0.415282392,Uruguay
28082,Fat,1974,Uruguay,0.581196581,Uruguay
28083,Protein,1974,Uruguay,0.653594771,Uruguay
28084,Weight,1974,Uruguay,0.272869838,Uruguay
28085,Calories,1975,Uruguay,0.429881338,Uruguay
28086,Fat,1975,Uruguay,0.440677966,Uruguay
28087,Protein,1975,Uruguay,0.666666667,Uruguay
28088,Weight,1975,Uruguay,0.292182153,Uruguay
28089,Calories,1976,Uruguay,0.415924276,Uruguay
28090,Fat,1976,Uruguay,0.570833333,Uruguay
28091,Protein,1976,Uruguay,0.637820513,Uruguay
28092,Weight,1976,Uruguay,0.278714859,Uruguay
28093,Calories,1977,Uruguay,0.428134557,Uruguay
28094,Fat,1977,Uruguay,0.642512077,Uruguay
28095,Protein,1977,Uruguay,0.626262626,Uruguay
28096,Weight,1977,Uruguay,0.286343612,Uruguay
28097,Calories,1978,Uruguay,0.423239013,Uruguay
28098,Fat,1978,Uruguay,0.626086957,Uruguay
28099,Protein,1978,Uruguay,0.62962963,Uruguay
28100,Weight,1978,Uruguay,0.291146762,Uruguay
28101,Calories,1979,Uruguay,0.381828015,Uruguay
28102,Fat,1979,Uruguay,0.583333333,Uruguay
28103,Protein,1979,Uruguay,0.589341693,Uruguay
28104,Weight,1979,Uruguay,0.254399586,Uruguay
28105,Calories,1980,Uruguay,0.415376106,Uruguay
28106,Fat,1980,Uruguay,0.575,Uruguay
28107,Protein,1980,Uruguay,0.62305296,Uruguay
28108,Weight,1980,Uruguay,0.270984456,Uruguay
28109,Calories,1981,Uruguay,0.393989983,Uruguay
28110,Fat,1981,Uruguay,0.600985222,Uruguay
28111,Protein,1981,Uruguay,0.586956522,Uruguay
28112,Weight,1981,Uruguay,0.251529052,Uruguay
28113,Calories,1982,Uruguay,0.399764151,Uruguay
28114,Fat,1982,Uruguay,0.629268293,Uruguay
28115,Protein,1982,Uruguay,0.601328904,Uruguay
28116,Weight,1982,Uruguay,0.244306418,Uruguay
28117,Calories,1983,Uruguay,0.419550698,Uruguay
28118,Fat,1983,Uruguay,0.578651685,Uruguay
28119,Protein,1983,Uruguay,0.623728814,Uruguay
28120,Weight,1983,Uruguay,0.260622463,Uruguay
28121,Calories,1984,Uruguay,0.401744186,Uruguay
28122,Fat,1984,Uruguay,0.612021858,Uruguay
28123,Protein,1984,Uruguay,0.595469256,Uruguay
28124,Weight,1984,Uruguay,0.242936428,Uruguay
28125,Calories,1985,Uruguay,0.409223584,Uruguay
28126,Fat,1985,Uruguay,0.627027027,Uruguay
28127,Protein,1985,Uruguay,0.597444089,Uruguay
28128,Weight,1985,Uruguay,0.256295908,Uruguay
28129,Calories,1986,Uruguay,0.430806258,Uruguay
28130,Fat,1986,Uruguay,0.627777778,Uruguay
28131,Protein,1986,Uruguay,0.612179487,Uruguay
28132,Weight,1986,Uruguay,0.275034483,Uruguay
28133,Calories,1987,Uruguay,0.398665049,Uruguay
28134,Fat,1987,Uruguay,0.584615385,Uruguay
28135,Protein,1987,Uruguay,0.575657895,Uruguay
28136,Weight,1987,Uruguay,0.243934951,Uruguay
28137,Calories,1988,Uruguay,0.397443701,Uruguay
28138,Fat,1988,Uruguay,0.566666667,Uruguay
28139,Protein,1988,Uruguay,0.583892617,Uruguay
28140,Weight,1988,Uruguay,0.244947454,Uruguay
28141,Calories,1989,Uruguay,0.41020794,Uruguay
28142,Fat,1989,Uruguay,0.574879227,Uruguay
28143,Protein,1989,Uruguay,0.604166667,Uruguay
28144,Weight,1989,Uruguay,0.253564439,Uruguay
28145,Calories,1990,Uruguay,0.41025641,Uruguay
28146,Fat,1990,Uruguay,0.63681592,Uruguay
28147,Protein,1990,Uruguay,0.580952381,Uruguay
28148,Weight,1990,Uruguay,0.259409694,Uruguay
28149,Calories,1991,Uruguay,0.373556582,Uruguay
28150,Fat,1991,Uruguay,0.576576577,Uruguay
28151,Protein,1991,Uruguay,0.55987055,Uruguay
28152,Weight,1991,Uruguay,0.243323442,Uruguay
28153,Calories,1992,Uruguay,0.387096774,Uruguay
28154,Fat,1992,Uruguay,0.543307087,Uruguay
28155,Protein,1992,Uruguay,0.570987654,Uruguay
28156,Weight,1992,Uruguay,0.246816098,Uruguay
28157,Calories,1993,Uruguay,0.379194631,Uruguay
28158,Fat,1993,Uruguay,0.551330798,Uruguay
28159,Protein,1993,Uruguay,0.580128205,Uruguay
28160,Weight,1993,Uruguay,0.237305178,Uruguay
28161,Calories,1994,Uruguay,0.359679267,Uruguay
28162,Fat,1994,Uruguay,0.505928854,Uruguay
28163,Protein,1994,Uruguay,0.542207792,Uruguay
28164,Weight,1994,Uruguay,0.218390805,Uruguay
28165,Calories,1995,Uruguay,0.388,Uruguay
28166,Fat,1995,Uruguay,0.482889734,Uruguay
28167,Protein,1995,Uruguay,0.578778135,Uruguay
28168,Weight,1995,Uruguay,0.244122966,Uruguay
28169,Calories,1996,Uruguay,0.384053902,Uruguay
28170,Fat,1996,Uruguay,0.328767123,Uruguay
28171,Protein,1996,Uruguay,0.56875,Uruguay
28172,Weight,1996,Uruguay,0.221807145,Uruguay
28173,Calories,1997,Uruguay,0.382288229,Uruguay
28174,Fat,1997,Uruguay,0.258536585,Uruguay
28175,Protein,1997,Uruguay,0.56231003,Uruguay
28176,Weight,1997,Uruguay,0.21204131,Uruguay
28177,Calories,1998,Uruguay,0.368478261,Uruguay
28178,Fat,1998,Uruguay,0.23943662,Uruguay
28179,Protein,1998,Uruguay,0.547112462,Uruguay
28180,Weight,1998,Uruguay,0.212038923,Uruguay
28181,Calories,1999,Uruguay,0.381978994,Uruguay
28182,Fat,1999,Uruguay,0.32034632,Uruguay
28183,Protein,1999,Uruguay,0.554878049,Uruguay
28184,Weight,1999,Uruguay,0.21908046,Uruguay
28185,Calories,2000,Uruguay,0.367390154,Uruguay
28186,Fat,2000,Uruguay,0.315352697,Uruguay
28187,Protein,2000,Uruguay,0.517045455,Uruguay
28188,Weight,2000,Uruguay,0.216338538,Uruguay
28189,Calories,2001,Uruguay,0.385142255,Uruguay
28190,Fat,2001,Uruguay,0.216535433,Uruguay
28191,Protein,2001,Uruguay,0.531855956,Uruguay
28192,Weight,2001,Uruguay,0.222099934,Uruguay
28193,Calories,2002,Uruguay,0.405768274,Uruguay
28194,Fat,2002,Uruguay,0.318897638,Uruguay
28195,Protein,2002,Uruguay,0.571428571,Uruguay
28196,Weight,2002,Uruguay,0.256793478,Uruguay
28197,Calories,2003,Uruguay,0.390572391,Uruguay
28198,Fat,2003,Uruguay,0.414141414,Uruguay
28199,Protein,2003,Uruguay,0.565789474,Uruguay
28200,Weight,2003,Uruguay,0.247805092,Uruguay
28201,Calories,2004,Uruguay,0.395823446,Uruguay
28202,Fat,2004,Uruguay,0.395348837,Uruguay
28203,Protein,2004,Uruguay,0.57253886,Uruguay
28204,Weight,2004,Uruguay,0.256296951,Uruguay
28205,Calories,2005,Uruguay,0.392221181,Uruguay
28206,Fat,2005,Uruguay,0.386885246,Uruguay
28207,Protein,2005,Uruguay,0.549751244,Uruguay
28208,Weight,2005,Uruguay,0.246505718,Uruguay
28209,Calories,2006,Uruguay,0.392712551,Uruguay
28210,Fat,2006,Uruguay,0.421511628,Uruguay
28211,Protein,2006,Uruguay,0.560679612,Uruguay
28212,Weight,2006,Uruguay,0.256280346,Uruguay
28213,Calories,2007,Uruguay,0.399103139,Uruguay
28214,Fat,2007,Uruguay,0.396501458,Uruguay
28215,Protein,2007,Uruguay,0.56626506,Uruguay
28216,Weight,2007,Uruguay,0.251987768,Uruguay
28217,Calories,2008,Uruguay,0.401894452,Uruguay
28218,Fat,2008,Uruguay,0.4,Uruguay
28219,Protein,2008,Uruguay,0.560859189,Uruguay
28220,Weight,2008,Uruguay,0.268356075,Uruguay
28221,Calories,2009,Uruguay,0.395472703,Uruguay
28222,Fat,2009,Uruguay,0.392265193,Uruguay
28223,Protein,2009,Uruguay,0.55952381,Uruguay
28224,Weight,2009,Uruguay,0.26342711,Uruguay
28225,Calories,1961,USSR,0.497332786,USSR
28226,Fat,1961,USSR,0.524886878,USSR
